,Arousal,Compound,Dominance,Flair,POS nlkt,POS spcy,POS stza,Stanza,Subjectivity,Valence,category,word
41326,0.88,0.0,0.56,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.88,uninterested,former
41327,0.88,0.0,0.56,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,pawn
41328,0.88,0.0,0.56,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,mall
41329,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,reps
41330,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.88,uninterested,ahaha
41331,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,wedding
41332,0.88,0.0,0.56,POSITIVE,NOUN,INTJ,INTJ,1.0,0.0,0.88,uninterested,whew
41333,0.88,0.0,0.56,NEGATIVE,VERB,PROPN,VERB,1.0,0.0,0.88,uninterested,assumed
41334,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,nipple
41335,0.88,0.0,0.56,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,headphone
41336,0.88,-0.1,0.56,NEGATIVE,NOUN,VERB,VERB,1.0,0.0,0.88,uninterested,shook
41337,0.88,0.48,0.56,POSITIVE,NOUN,NOUN,VERB,2.0,0.0,0.88,uninterested,admire
41338,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,movement
41339,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,neva
41340,0.88,0.0,0.56,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.88,uninterested,standing
41341,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,rick
41342,0.88,0.0,0.56,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,xxx
41343,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,2.0,0.0,0.88,uninterested,splash
41344,0.88,0.0,0.56,NEGATIVE,NOUN,PROPN,INTJ,1.0,0.0,0.88,uninterested,omg
41345,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,fm
41346,0.88,-0.48,0.56,NEGATIVE,VERB,VERB,ADJ,1.0,0.0,0.88,uninterested,haunted
41347,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,podcast
41348,0.88,-0.05,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,fighters
41349,0.88,0.0,0.56,POSITIVE,NOUN,ADP,ADV,1.0,0.7,0.88,uninterested,behind
41350,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,grandpa
41351,0.88,-0.36,0.56,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,disruption
41352,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,information
41353,0.88,0.0,0.56,POSITIVE,VERB,NOUN,NOUN,1.0,0.0,0.88,uninterested,sewing
41354,0.88,0.0,0.56,NEGATIVE,NOUN,PROPN,AUX,1.0,0.0,0.88,uninterested,weren
41355,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,kardashians
41356,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,highway
41357,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,tiger
41358,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,loads
41359,0.88,-0.4,0.56,NEGATIVE,NOUN,VERB,VERB,1.0,0.0,0.88,uninterested,scream
41360,0.88,-0.32,0.56,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.88,uninterested,startle
41361,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,sword
41362,0.88,0.0,0.56,POSITIVE,NOUN,INTJ,PROPN,1.0,0.0,0.88,uninterested,evanescence
41363,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,crisps
41364,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,takeaway
41365,0.88,0.0,0.56,POSITIVE,ADJ,ADJ,ADJ,1.0,1.0,0.88,uninterested,final
41366,0.88,0.0,0.56,POSITIVE,ADV,ADV,ADV,1.0,0.0,0.88,uninterested,yet
41367,0.88,0.0,0.56,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,stroke
41368,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,saints
41369,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,wizard
41370,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,documentary
41371,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,clothing
41372,0.88,0.54,0.56,POSITIVE,ADJ,PROPN,ADJ,2.0,0.9,0.88,uninterested,superior
41373,0.88,0.0,0.56,NEGATIVE,ADV,ADV,ADV,1.0,0.5,0.88,uninterested,suddenly
41374,0.88,0.0,0.56,POSITIVE,NOUN,ADJ,ADJ,1.0,0.0,0.88,uninterested,maximum
41375,0.88,0.0,0.56,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.88,uninterested,athlete
41376,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.88,uninterested,model
41377,0.88,0.0,0.56,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.88,uninterested,louis
