,Arousal,Compound,Dominance,Flair,POS nlkt,POS spcy,POS stza,Stanza,Subjectivity,Valence,category,word
0,0.55,0.3,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,tolerance
1,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,carry
2,0.55,0.42,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,tranquility
3,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.89,confident,socontagious
4,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,2.0,0.0,0.89,confident,zeal
5,0.55,0.38,0.74,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.89,confident,admiring
6,0.55,0.34,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,shared
7,0.55,0.0,0.74,NEGATIVE,ADJ,PROPN,ADJ,1.0,0.12,0.89,confident,basic glitter
8,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADV,1.0,0.0,0.89,confident,aksesoris
9,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,peepul
10,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,inclusion
11,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,bisa
12,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,movement
13,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.89,confident,talkin
14,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADJ,1.0,0.0,0.89,confident,iloveyou
15,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,learned
16,0.55,0.0,0.74,POSITIVE,ADJ,PROPN,ADJ,2.0,1.0,0.89,confident,ultimate
17,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,jesus
18,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,wadsworth
19,0.55,0.0,0.74,POSITIVE,NOUN,VERB,NOUN,1.0,0.0,0.89,confident,judging
20,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,journey
21,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,transaction
22,0.55,0.0,0.74,POSITIVE,NOUN,X,NOUN,1.0,0.0,0.89,confident,zest
23,0.55,0.49,0.74,POSITIVE,ADV,ADJ,ADJ,2.0,0.5,0.89,confident,friendly
24,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,berminat
25,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,respon
26,0.55,0.49,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,blessing
27,0.55,0.0,0.74,NEGATIVE,NOUN,ADJ,ADJ,0.0,1.0,0.89,confident,irrelevant
28,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,transcript
29,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,valor
30,0.55,0.0,0.74,NEGATIVE,ADV,ADV,ADV,1.0,0.0,0.89,confident,contagiously
31,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,colleges
32,0.55,-0.48,0.74,NEGATIVE,NOUN,ADJ,ADJ,0.0,1.0,0.89,confident,fake
33,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,pdc
34,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,knowledge
35,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,behel
36,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,built
37,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,firststep
38,0.55,0.36,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,ease
39,0.55,0.0,0.74,POSITIVE,NOUN,SCONJ,ADV,1.0,0.0,0.89,confident,upon
40,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.89,confident,foreveralone
41,0.55,0.18,0.74,POSITIVE,NOUN,PROPN,NOUN,2.0,0.0,0.89,confident,spirit
42,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,transcendence
43,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,raise
44,0.55,0.0,0.74,NEGATIVE,NOUN,SCONJ,SCONJ,1.0,0.0,0.89,confident,whether
45,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,happen
46,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,actions
47,0.55,-0.34,0.74,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,worrying
48,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,catfish
49,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,family
50,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,INTJ,1.0,0.0,0.89,confident,bro
51,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,cray
52,0.55,0.0,0.74,NEGATIVE,NOUN,X,X,1.0,0.0,0.89,confident,s o
53,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,ask
54,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,community
55,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,veal
56,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,bros
57,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,attitude
58,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,tentang
59,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,karunia
60,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,given
61,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,untuk
62,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.17,0.89,confident,female
63,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,issue
64,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,relate
65,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,known
66,0.55,0.44,0.74,POSITIVE,NOUN,PROPN,ADJ,2.0,0.9,0.89,confident,classy
67,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.4,0.89,confident,individual
68,0.55,0.0,0.74,POSITIVE,NOUN,X,PROPN,1.0,0.0,0.89,confident,loveher
69,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,priorities
70,0.55,0.6,0.74,POSITIVE,NOUN,ADJ,ADJ,2.0,1.0,0.89,confident,beautiful
71,0.55,-0.34,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,obsession
72,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.89,confident,garansi
73,0.55,0.4,0.74,POSITIVE,NOUN,NOUN,VERB,2.0,0.0,0.89,confident,treat
74,0.55,0.36,0.74,NEGATIVE,VERB,VERB,NOUN,1.0,0.0,0.89,confident,praying
75,0.55,0.44,0.74,POSITIVE,ADV,ADV,ADV,2.0,1.0,0.89,confident,nicely
76,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,usher
77,0.55,-0.54,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,enemy
78,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,reasons
79,0.55,0.56,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,praise
80,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,tend
81,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,hoe
82,0.55,-0.18,0.74,NEGATIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,hide
83,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,veracity
84,0.55,0.0,0.74,POSITIVE,ADJ,PROPN,ADJ,1.0,0.0,0.89,confident,utopian
85,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.89,confident,disease
86,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.1,0.89,confident,following rt
87,0.55,0.3,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,treasure
88,0.55,0.13,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,treasurer
89,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.89,confident,coz
90,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.89,confident,hv
91,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.89,confident,ad
92,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,responsibility
93,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,murah
94,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.25,0.89,confident,usual
95,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,views
96,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,let
97,0.55,0.42,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,grace
98,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,ribet
99,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,tree
100,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,rumors
101,0.55,0.0,0.74,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,follow rt
102,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,core
103,0.55,0.53,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,wisdom
104,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,handgel
105,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,verification
106,0.55,0.42,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,hopes
107,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,force
108,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,sms dm
109,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,tiket
110,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,hairclip
111,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,feedback
112,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,plenty
113,0.55,0.54,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,glory
114,0.55,0.51,0.74,POSITIVE,NOUN,ADJ,ADJ,2.0,0.97,0.89,confident,pleasant
115,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,kinds
116,0.55,0.0,0.74,POSITIVE,VERB,VERB,ADJ,0.0,0.6,0.89,confident,addicted
117,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,harga
118,0.55,0.0,0.74,NEGATIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,compare
119,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,jualfont
120,0.55,-0.56,0.74,NEGATIVE,ADV,ADV,ADV,0.0,1.0,0.89,confident,terribly
121,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,fightlikechampions
122,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,line
123,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,pm
124,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,trainer
125,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,VERB,2.0,0.0,0.89,confident,thankyou
126,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,sepatu
127,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,trade
128,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.89,confident,annual
129,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,rick
130,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,companies
131,0.55,0.42,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,charity
132,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,chase
133,0.55,0.44,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,valued
134,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,replace
135,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,2.0,0.0,0.89,confident,highest
136,0.55,-0.44,0.74,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.89,confident,fool
137,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.89,confident,happens
138,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,SYM,1.0,0.0,0.89,confident,whstupp
139,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,resolution
140,0.55,-0.53,0.74,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.89,confident,hurt
141,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,decisions
142,0.55,0.64,0.74,POSITIVE,NOUN,NOUN,VERB,2.0,0.6,0.89,confident,love
143,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,minat
144,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,tema
145,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,gaga
146,0.55,0.48,0.74,POSITIVE,VERB,VERB,VERB,2.0,0.0,0.89,confident,trusted
147,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,utk
148,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.89,confident,hairchalk
149,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,dust
150,0.55,-0.44,0.74,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.62,0.89,confident,weak
151,0.55,0.48,0.74,POSITIVE,NOUN,PROPN,NOUN,2.0,0.0,0.89,confident,compliment
152,0.55,0.0,0.74,NEGATIVE,NOUN,DET,PRON,1.0,0.0,0.89,confident,whatever
153,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,supply
154,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,deserve
155,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,1.0,0.89,confident,base
156,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,PROPN,1.0,0.0,0.89,confident,dgn
157,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,influence
158,0.55,0.0,0.74,POSITIVE,NOUN,INTJ,PROPN,1.0,0.0,0.89,confident,ig
159,0.55,0.61,0.74,POSITIVE,ADJ,ADJ,ADJ,2.0,0.9,0.89,confident,gorgeous
160,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,flow
161,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,relancer
162,0.55,-0.3,0.74,NEGATIVE,NOUN,INTJ,INTJ,0.0,0.0,0.89,confident,no
163,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,af  e
164,0.55,0.0,0.74,POSITIVE,NOUN,VERB,PROPN,1.0,0.0,0.89,confident,aneka
165,0.55,-0.32,0.74,NEGATIVE,NOUN,VERB,NOUN,1.0,0.0,0.89,confident,struggle
166,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,content
167,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,hold
168,0.55,0.36,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.4,0.89,confident,natural
169,0.55,0.51,0.74,POSITIVE,VERB,VERB,VERB,2.0,0.0,0.89,confident,admired
170,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,gives
171,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.89,confident,compete
172,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,SYM,1.0,0.0,0.89,confident,wid
173,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.89,confident,venerable
174,0.55,0.0,0.74,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.89,confident,chasing
175,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,tahun
176,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,da
177,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,tribe
178,0.55,0.0,0.74,NEGATIVE,ADV,ADV,ADV,1.0,0.0,0.89,confident,sometimes
179,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,day
180,0.55,0.36,0.74,POSITIVE,NOUN,SCONJ,INTJ,1.0,0.0,0.89,confident,like
181,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,vetted
182,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADJ,2.0,0.0,0.89,confident,wholesome
183,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,grandmother
184,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,partner
185,0.55,0.49,0.74,POSITIVE,NOUN,PROPN,NOUN,2.0,0.0,0.89,confident,laughs
186,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,pocketbac
187,0.55,0.0,0.74,POSITIVE,ADJ,PROPN,ADJ,1.0,0.0,0.89,confident,white
188,0.55,0.03,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,reach
189,0.55,0.0,0.74,POSITIVE,ADJ,ADJ,ADJ,2.0,1.0,0.89,confident,mysterious
190,0.55,0.2,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,1.0,0.89,confident,important
191,0.55,0.44,0.74,POSITIVE,VERB,VERB,VERB,2.0,0.25,0.89,confident,supporting
192,0.55,0.51,0.74,POSITIVE,NOUN,NOUN,VERB,1.0,0.0,0.89,confident,trust
193,0.55,0.0,0.74,NEGATIVE,ADJ,PROPN,SYM,1.0,0.0,0.89,confident,jual
194,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,throne
195,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,aquapix
196,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,pastor
197,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,driven
198,0.55,0.0,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,invest
199,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,bestfriend
200,0.55,0.0,0.74,POSITIVE,NOUN,ADJ,PROPN,1.0,0.0,0.89,confident,hemat
201,0.55,0.0,0.74,POSITIVE,ADV,ADV,ADV,1.0,0.0,0.89,confident,therefore
202,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,ang
203,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.89,confident,hun
204,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,teenage
205,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.89,confident,tickle
206,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,knees
207,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,purpose
208,0.55,0.2,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,chances
209,0.55,0.27,0.74,POSITIVE,NOUN,VERB,VERB,2.0,0.0,0.89,confident,create
210,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,tribunal
211,0.55,0.4,0.74,POSITIVE,ADJ,ADJ,ADJ,1.0,0.5,0.89,confident,romantic
212,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,choosing
213,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,gut
214,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,tribune
215,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADJ,1.0,0.0,0.89,confident,pulsa
216,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,font
217,0.55,0.46,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,benefit
218,0.55,-0.36,0.74,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.89,confident,ignorance
219,0.55,0.0,0.74,POSITIVE,ADV,ADV,INTJ,1.0,0.0,0.89,confident,verily
220,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,reflection
221,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,soldiers
222,0.55,0.0,0.74,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.89,confident,verified
223,0.55,0.0,0.74,POSITIVE,NOUN,ADJ,ADJ,1.0,0.0,0.89,confident,standard amp
224,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,cycle
225,0.55,0.0,0.74,NEGATIVE,NOUN,DET,PRON,1.0,0.0,0.89,confident,my
226,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,terbang
227,0.55,0.42,0.74,POSITIVE,ADJ,ADJ,ADJ,2.0,0.9,0.89,confident,popular
228,0.55,0.38,0.74,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.89,confident,protect
229,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,stoke
230,0.55,-0.38,0.74,NEGATIVE,ADJ,ADJ,ADJ,2.0,0.0,0.89,confident,lowest
231,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADJ,1.0,0.0,0.89,confident,lessthan  seconds
232,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,queen
233,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,ADV,1.0,0.0,0.89,confident,jellylens
234,0.55,0.0,0.74,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,pesawat
235,0.55,-0.42,0.74,NEGATIVE,NOUN,NOUN,VERB,1.0,0.0,0.89,confident,lies
236,0.55,0.46,0.74,POSITIVE,NOUN,ADJ,ADJ,2.0,1.0,0.89,confident,cute
237,0.55,0.0,0.74,NEGATIVE,NOUN,ADJ,PROPN,1.0,0.0,0.89,confident,unik
238,0.55,-0.4,0.74,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.89,confident,problem
239,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,proof
240,0.55,0.46,0.74,POSITIVE,NOUN,PROPN,ADJ,2.0,0.83,0.89,confident,clever
241,0.55,0.53,0.74,POSITIVE,NOUN,ADJ,ADJ,2.0,1.0,0.89,confident,sexy
242,0.55,0.13,0.74,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.89,confident,zealous
243,0.55,0.0,0.74,POSITIVE,ADV,ADV,ADV,1.0,0.3,0.89,confident,personally
244,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,model
245,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,opinions
246,0.55,0.49,0.74,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.89,confident,trusty
247,0.55,0.54,0.74,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.89,confident,peace
248,0.55,0.0,0.74,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,fairy
249,0.55,-0.51,0.74,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.89,confident,liar
250,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,PROPN,1.0,0.0,0.89,confident,samelove
251,0.55,0.0,0.74,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.89,confident,translation
252,0.55,0.0,0.74,NEGATIVE,VERB,PROPN,VERB,0.0,0.0,0.89,confident,busted
253,0.55,0.6,0.74,POSITIVE,VERB,VERB,ADJ,1.0,0.95,0.89,confident,loving
254,0.55,0.0,0.74,POSITIVE,NOUN,ADV,ADV,1.0,0.0,0.89,confident,how
255,0.55,0.0,0.74,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.89,confident,rb
